date,fuel_region_id,pricing_hub,interpretation,fuel_price_usd_per_mmbtu,distinct_prices_within_day,raw_hour_rows,source_archives
2023-11-08,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,8.91,1,24,CAISO_PRC_FUEL_2023_11.zip
2023-11-09,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,8.04,1,24,CAISO_PRC_FUEL_2023_11.zip
2023-11-10,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.46,1,24,CAISO_PRC_FUEL_2023_11.zip
2023-11-11,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.47,1,24,CAISO_PRC_FUEL_2023_11.zip
2023-11-12,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.47,1,24,CAISO_PRC_FUEL_2023_11.zip
2023-11-13,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.47,1,24,CAISO_PRC_FUEL_2023_11.zip
2023-11-14,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.19,1,24,CAISO_PRC_FUEL_2023_11.zip
2023-11-15,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,8.78,1,24,CAISO_PRC_FUEL_2023_11.zip
2023-11-16,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,8.71,1,24,CAISO_PRC_FUEL_2023_11.zip
2023-11-17,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.69,1,24,CAISO_PRC_FUEL_2023_11.zip
2023-11-18,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.95,1,24,CAISO_PRC_FUEL_2023_11.zip
2023-11-19,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.95,1,24,CAISO_PRC_FUEL_2023_11.zip
2023-11-20,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.95,1,24,CAISO_PRC_FUEL_2023_11.zip
2023-11-21,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.36,1,24,CAISO_PRC_FUEL_2023_11.zip
2023-11-22,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.4,1,24,CAISO_PRC_FUEL_2023_11.zip
2023-11-23,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.9,1,24,CAISO_PRC_FUEL_2023_11.zip
2023-11-24,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.79,1,24,CAISO_PRC_FUEL_2023_11.zip
2023-11-25,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.79,1,24,CAISO_PRC_FUEL_2023_11.zip
2023-11-26,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.79,1,24,CAISO_PRC_FUEL_2023_11.zip
2023-11-27,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.79,1,24,CAISO_PRC_FUEL_2023_11.zip
2023-11-28,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.52,1,24,CAISO_PRC_FUEL_2023_11.zip
2023-11-29,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.68,1,24,CAISO_PRC_FUEL_2023_11.zip
2023-11-30,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.72,1,24,CAISO_PRC_FUEL_2023_11.zip
2023-12-01,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.03,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-02,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.19,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-03,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.19,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-04,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.19,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-05,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.04,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-06,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.18,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-07,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.9,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-08,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.23,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-09,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.79,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-10,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.79,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-11,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.79,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-12,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.26,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-13,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.7,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-14,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.81,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-15,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.15,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-16,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.98,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-17,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.98,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-18,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.98,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-19,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.86,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-20,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.12,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-21,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.95,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-22,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.44,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-23,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.02,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-24,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.02,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-25,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.02,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-26,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.01,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-27,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.3,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-28,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.51,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-29,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.28,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-30,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.48,1,24,CAISO_PRC_FUEL_2023_12.zip
2023-12-31,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.48,1,24,CAISO_PRC_FUEL_2023_12.zip
2024-01-01,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.48,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-02,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.47,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-03,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.14,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-04,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.42,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-05,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.21,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-06,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.24,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-07,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.24,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-08,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.24,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-09,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.52,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-10,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.7,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-11,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,8.14,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-12,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.05,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-13,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,14.81,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-14,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,14.81,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-15,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,14.81,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-16,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,15.06,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-17,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.4,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-18,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.86,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-19,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.04,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-20,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.93,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-21,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.93,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-22,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.93,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-23,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.03,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-24,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.95,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-25,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.02,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-26,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.33,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-27,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.84,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-28,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.84,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-29,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.84,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-30,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.73,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-01-31,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.38,1,24,CAISO_PRC_FUEL_2024_01.zip
2024-02-01,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.47,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-02-02,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.45,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-02-03,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.25,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-02-04,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.25,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-02-05,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.25,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-02-06,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.54,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-02-07,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.54,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-02-08,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.62,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-02-09,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.52,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-02-10,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.49,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-02-11,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.49,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-02-12,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.49,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-02-13,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.61,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-02-14,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.51,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-02-15,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.4,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-02-16,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.07,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-02-17,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.62,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-02-18,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.62,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-02-19,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.62,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-02-20,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.67,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-02-21,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.23,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-02-22,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.22,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-02-23,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.41,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-02-24,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.04,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-02-25,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.04,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-02-26,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.04,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-02-27,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.11,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-02-28,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.94,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-02-29,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.86,1,24,CAISO_PRC_FUEL_2024_02.zip
2024-03-01,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.93,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-02,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.7,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-03,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.7,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-04,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.7,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-05,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.8,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-06,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.9,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-07,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.13,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-08,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.89,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-09,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.65,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-10,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.65,1,23,CAISO_PRC_FUEL_2024_03.zip
2024-03-11,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.65,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-12,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.59,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-13,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.52,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-14,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.38,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-15,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.26,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-16,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.08,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-17,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.08,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-18,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.08,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-19,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.18,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-20,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.14,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-21,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.11,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-22,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.0,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-23,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.08,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-24,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.08,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-25,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.08,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-26,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.17,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-27,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.18,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-28,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.27,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-29,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.29,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-30,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.28,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-03-31,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.28,1,24,CAISO_PRC_FUEL_2024_03.zip
2024-04-01,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.28,1,24,CAISO_PRC_FUEL_2024_04.zip
2024-04-02,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.54,1,24,CAISO_PRC_FUEL_2024_04.zip
2024-04-03,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.62,1,24,CAISO_PRC_FUEL_2024_04.zip
2024-04-04,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.72,1,24,CAISO_PRC_FUEL_2024_04.zip
2024-04-05,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.18,1,24,CAISO_PRC_FUEL_2024_04.zip
2024-04-06,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.8,1,24,CAISO_PRC_FUEL_2024_04.zip
2024-04-07,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.8,1,24,CAISO_PRC_FUEL_2024_04.zip
2024-04-08,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.8,1,24,CAISO_PRC_FUEL_2024_04.zip
2024-04-09,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.4,1,24,CAISO_PRC_FUEL_2024_04.zip
2024-04-10,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.42,1,24,CAISO_PRC_FUEL_2024_04.zip
2024-04-11,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.6,1,24,CAISO_PRC_FUEL_2024_04.zip
2024-04-12,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.42,1,24,CAISO_PRC_FUEL_2024_04.zip
2024-04-13,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.64,1,24,CAISO_PRC_FUEL_2024_04.zip
2024-04-14,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.64,1,24,CAISO_PRC_FUEL_2024_04.zip
2024-04-15,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.64,1,24,CAISO_PRC_FUEL_2024_04.zip
2024-04-16,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.64,1,24,CAISO_PRC_FUEL_2024_04.zip
2024-04-17,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.71,1,24,CAISO_PRC_FUEL_2024_04.zip
